scaffold	start	end	dxy_SILK_KADK	dxy_SILK_WHLH	dxy_KADK_WHLH
Z	20183001	20184000	0.0036	0.004	0.0038
Z	20184001	20185000	0.004	0.0037	0.0036
Z	20185001	20186000	0.004	0.0039	0.0047
Z	20186001	20187000	0.0034	0.0032	0.0017
Z	20187001	20188000	0.0027	0.0018	0.0027
Z	20188001	20189000	0.0054	0.0015	0.0039
Z	20189001	20190000	0.0025	0.0031	0.0017
Z	20190001	20191000	0.0032	0.0031	0.0026
Z	20191001	20192000	0.005	0.0053	0.0016
Z	20192001	20193000	0.0034	0.0043	0.0026
Z	20193001	20194000	0.0113	0.0106	0.0066
Z	20194001	20195000	0.0171	0.0184	0.0155
Z	20195001	20196000	0.0451	0.0347	0.0363
Z	20196001	20197000	0.0128	0.0088	0.0132
Z	20197001	20198000	0.007	0.0054	0.0081
Z	20198001	20199000	0.0039	0.0033	0.0025
Z	20199001	20200000	0.0053	0.0037	0.0051
Z	20200001	20201000	0.0076	0.0048	0.0067
Z	20201001	20202000	0.002	0.0012	0.0017
Z	20202001	20203000	0.0006	0.0007	0.0007
Z	20203001	20204000	0.0007	0.0009	0.0008
Z	20204001	20205000	0.0025	0.002	0.0027
Z	20205001	20206000	0.0042	0.0046	0.0059
Z	20206001	20207000	0.003	0.0031	0.0031
Z	20207001	20208000	0.0035	0.0029	0.0021
Z	20208001	20209000	0.0058	0.0049	0.0051
Z	20209001	20210000	0.0059	0.0049	0.0048
Z	20210001	20211000	0.0043	0.0038	0.0034
Z	20211001	20212000	0.0006	0.0011	0.0009
Z	20212001	20213000	0.0033	0.0032	0.0023
Z	20213001	20214000	0.0014	0.0012	0.0012
Z	20214001	20215000	0.0049	0.0042	0.0047
Z	20215001	20216000	0.0044	0.0036	0.0042
Z	20216001	20217000	0.0043	0.0029	0.0038
Z	20217001	20218000	0.0027	0.002	0.0019
Z	20218001	20219000	0.0014	0.0016	0.0016
Z	20219001	20220000	0.0037	0.004	0.0033
Z	20220001	20221000	0.0009	0.0012	0.0012
Z	20221001	20222000	0.0023	0.0022	0.0021
Z	20222001	20223000	0.003	0.0028	0.0021
Z	20223001	20224000	0.0053	0.005	0.0045
Z	20224001	20225000	0.003	0.0026	0.0032
Z	20225001	20226000	0.0032	0.003	0.0023
Z	20226001	20227000	0.0049	0.0047	0.0029
Z	20227001	20228000	0.0027	0.0026	0.0028
Z	20228001	20229000	0.0015	0.0018	0.0007
Z	20229001	20230000	0.004	0.0037	0.0051
Z	20230001	20231000	0.0064	0.0053	0.0042
Z	20231001	20232000	0.0012	0.0014	0.0012
Z	20232001	20233000	0.0022	0.0018	0.0015
Z	20233001	20234000	0.0022	0.0018	0.0022
Z	20234001	20235000	0.0051	0.0048	0.0059
Z	20235001	20236000	0.0026	0.0021	0.0026
Z	20236001	20237000	0.0041	0.0032	0.0022
Z	20237001	20238000	0.0078	0.0077	0.008
Z	20238001	20239000	0.0006	0.0008	0.0007
Z	20239001	20240000	0.0022	0.0017	0.0018
Z	20240001	20241000	0.0065	0.0053	0.0054
Z	20241001	20242000	0.024	0.0196	0.0205
Z	20242001	20243000	0.0016	0.0012	0.0016
Z	20243001	20244000	0.0057	0.0053	0.005
Z	20244001	20245000	0.0031	0.0033	0.0019
Z	20245001	20246000	0.002	0.0016	0.0024
Z	20246001	20247000	0.0036	0.0035	0.0009
Z	20247001	20248000	0.0089	0.0085	0.0038
Z	20248001	20249000	0.0065	0.0058	0.0031
Z	20249001	20250000	0.0019	0.0021	0.0001
Z	20250001	20251000	0.003	0.0029	0.0015
Z	20251001	20252000	0.0056	0.006	0.0014
Z	20252001	20253000	0.0076	0.0066	0.0045
Z	20253001	20254000	0.0046	0.0046	0.0048
Z	20254001	20255000	0.0041	0.0041	0.0014
Z	20255001	20256000	0.0034	0.0032	0.0016
Z	20256001	20257000	0.0063	0.0061	0.0042
Z	20257001	20258000	0.0084	0.0061	0.0026
Z	20258001	20259000	0.0043	0.0035	0.0033
Z	20259001	20260000	0.002	0.0023	0.0019
Z	20260001	20261000	0.0038	0.004	0.0034
Z	20261001	20262000	0.0008	0.001	0.001
Z	20262001	20263000	0.0021	0.0019	0.0013
Z	20263001	20264000	0.0056	0.0053	0.0053
Z	20264001	20265000	0.0018	0.0016	0.0019
Z	20265001	20266000	0.0034	0.0035	0.0035
Z	20266001	20267000	0.002	0.0022	0.0022
Z	20267001	20268000	0.0027	0.0026	0.0029
Z	20268001	20269000	0.0047	0.0048	0.0036
Z	20269001	20270000	0.0029	0.0025	0.0021
Z	20270001	20271000	0.0009	0.0008	0.001
Z	20271001	20272000	0.0023	0.0023	0.0019
Z	20272001	20273000	0.0006	0.0005	0.0004
Z	20273001	20274000	0.0006	0.0009	0.0009
Z	20274001	20275000	0.0026	0.0021	0.0026
Z	20275001	20276000	0.0001	0.0001	0.0
Z	20277001	20278000	0.0024	0.0023	0.0021
Z	20278001	20279000	0.0022	0.0021	0.0021
Z	20279001	20280000	0.0028	0.0028	0.0026
Z	20280001	20281000	0.0053	0.0047	0.0049
Z	20281001	20282000	0.0017	0.0016	0.0015
Z	20282001	20283000	0.003	0.0027	0.0029
Z	20283001	20284000	0.0018	0.0018	0.0018
Z	20284001	20285000	0.0029	0.0025	0.0031
Z	20285001	20286000	0.0006	0.0005	0.0004
Z	20286001	20287000	0.0026	0.0023	0.0024
Z	20287001	20288000	0.0019	0.0017	0.0017
Z	20288001	20289000	0.0035	0.0033	0.0041
Z	20289001	20290000	0.0013	0.0015	0.0016
Z	20290001	20291000	0.0032	0.0027	0.0035
Z	20291001	20292000	0.0018	0.0017	0.0014
Z	20292001	20293000	0.0014	0.0013	0.001
Z	20293001	20294000	0.0028	0.0028	0.0019
Z	20294001	20295000	0.0014	0.0013	0.0015
Z	20295001	20296000	0.0025	0.0021	0.003
Z	20296001	20297000	0.0023	0.0025	0.0026
Z	20297001	20298000	0.0016	0.0014	0.0013
Z	20298001	20299000	0.0018	0.0017	0.0021
Z	20299001	20300000	0.0021	0.002	0.0018
Z	20300001	20301000	0.004	0.0035	0.0041
Z	20301001	20302000	0.0058	0.0045	0.0053
Z	20302001	20303000	0.0026	0.002	0.0015
Z	20303001	20304000	0.0043	0.0043	0.0037
Z	20304001	20305000	0.0028	0.0027	0.0024
Z	20305001	20306000	0.001	0.0013	0.0012
Z	20306001	20307000	0.0009	0.0008	0.001
Z	20307001	20308000	0.0016	0.002	0.0013
Z	20308001	20309000	0.002	0.002	0.0012
Z	20309001	20310000	0.0019	0.0018	0.0018
Z	20310001	20311000	0.0012	0.001	0.0005
Z	20311001	20312000	0.0013	0.0013	0.0005
Z	20312001	20313000	0.0044	0.0042	0.0013
Z	20313001	20314000	0.0025	0.0025	0.0005
Z	20314001	20315000	0.0017	0.0015	0.0014
Z	20315001	20316000	0.0011	0.0014	0.0013
Z	20317001	20318000	0.0033	0.003	0.0031
Z	20318001	20319000	0.0041	0.0045	0.0036
Z	20319001	20320000	0.0027	0.0026	0.0026
Z	20320001	20321000	0.001	0.0011	0.0006
Z	20321001	20322000	0.0044	0.0046	0.0037
Z	20322001	20323000	0.0026	0.0036	0.0032
Z	20323001	20324000	0.0017	0.0024	0.0024
Z	20324001	20325000	0.0011	0.0008	0.0006
Z	20325001	20326000	0.0042	0.0068	0.0057
Z	20326001	20327000	0.002	0.0048	0.0051
Z	20327001	20328000	0.0095	0.0107	0.0092
Z	20328001	20329000	0.0059	0.0062	0.0064
Z	20329001	20330000	0.0051	0.0044	0.0046
Z	20330001	20331000	0.0056	0.0081	0.0071
Z	20331001	20332000	0.0005	0.0022	0.0022
Z	20332001	20333000	0.005	0.0046	0.0042
Z	20333001	20334000	0.0059	0.0051	0.0042
Z	20334001	20335000	0.0021	0.0019	0.0018
Z	20335001	20336000	0.0037	0.0037	0.0033
Z	20336001	20337000	0.0045	0.0043	0.0038
Z	20337001	20338000	0.0042	0.0052	0.0043
Z	20338001	20339000	0.0062	0.0058	0.0057
Z	20339001	20340000	0.0052	0.0056	0.0049
Z	20340001	20341000	0.0017	0.002	0.0016
Z	20341001	20342000	0.0022	0.003	0.0026
Z	20342001	20343000	0.002	0.002	0.0024
Z	20343001	20344000	0.0019	0.0018	0.0014
Z	20344001	20345000	0.004	0.0049	0.0041
Z	20345001	20346000	0.006	0.0066	0.0068
Z	20346001	20347000	0.0078	0.0095	0.0091
Z	20347001	20348000	0.0017	0.0033	0.0029
Z	20348001	20349000	0.0066	0.0068	0.0059
Z	20349001	20350000	0.0049	0.0056	0.0045
Z	20350001	20351000	0.0046	0.0051	0.0032
Z	20351001	20352000	0.0013	0.0015	0.0019
Z	20352001	20353000	0.0046	0.0047	0.0033
Z	20353001	20354000	0.0036	0.0038	0.0024
Z	20354001	20355000	0.0032	0.0042	0.0034
Z	20355001	20356000	0.003	0.0033	0.0023
Z	20356001	20357000	0.0057	0.0075	0.0052
Z	20357001	20358000	0.0011	0.0017	0.0016
Z	20358001	20359000	0.0024	0.0028	0.0039
Z	20359001	20360000	0.0077	0.0083	0.0021
Z	20360001	20361000	0.0043	0.0046	0.0016
Z	20361001	20362000	0.0125	0.0128	0.0013
Z	20362001	20363000	0.0044	0.0048	0.0024
Z	20363001	20364000	0.0068	0.0068	0.0012
Z	20364001	20365000	0.001	0.001	0.0008
Z	20365001	20366000	0.0088	0.0071	0.0056
Z	20366001	20367000	0.001	0.0006	0.0004
Z	20367001	20368000	0.0006	0.0003	0.0004
Z	20368001	20369000	0.0009	0.0008	0.001
Z	20369001	20370000	0.002	0.0015	0.002
Z	20370001	20371000	0.0018	0.0016	0.0017
Z	20371001	20372000	0.0014	0.0016	0.0017
Z	20372001	20373000	0.0053	0.0049	0.0062
Z	20373001	20374000	0.0063	0.0058	0.0075
Z	20374001	20375000	0.0047	0.0048	0.0039
Z	20375001	20376000	0.005	0.0055	0.0055
Z	20376001	20377000	0.0034	0.004	0.0038
Z	20377001	20378000	0.0185	0.0185	0.0142
Z	20378001	20379000	0.0049	0.0055	0.0021
Z	20379001	20380000	0.0103	0.0103	0.0062
Z	20380001	20381000	0.006	0.005	0.0055
Z	20381001	20382000	0.0028	0.0016	0.0028
Z	20382001	20383000	0.0037	0.0037	0.0039
Z	20383001	20384000	0.0021	0.0043	0.0039
Z	20384001	20385000	0.0101	0.0099	0.0104
Z	20385001	20386000	0.001	0.0003	0.0008
Z	20386001	20387000	0.005	0.0062	0.0069
Z	20387001	20388000	0.0032	0.003	0.0034
Z	20388001	20389000	0.0057	0.005	0.0064
Z	20389001	20390000	0.0043	0.0047	0.0041
Z	20390001	20391000	0.0017	0.002	0.0018
Z	20391001	20392000	0.0029	0.0031	0.0026
Z	20392001	20393000	0.0032	0.0031	0.0028
Z	20393001	20394000	0.0058	0.0063	0.005
Z	20394001	20395000	0.0286	0.0125	0.0318
Z	20395001	20396000	0.0039	0.0038	0.0031
Z	20396001	20397000	0.0018	0.0027	0.0022
Z	20397001	20398000	0.0015	0.0018	0.0005
Z	20398001	20399000	0.0011	0.0006	0.0009
Z	20399001	20400000	0.0018	0.002	0.0025
Z	20400001	20401000	0.0029	0.0029	0.0028
Z	20401001	20402000	0.0037	0.0031	0.0024
Z	20402001	20403000	0.0019	0.0024	0.0018
Z	20403001	20404000	0.0036	0.004	0.0018
Z	20404001	20405000	0.0024	0.0021	0.0017
Z	20405001	20406000	0.0069	0.0068	0.0067
Z	20406001	20407000	0.0044	0.0037	0.0029
Z	20407001	20408000	0.0031	0.0031	0.0016
Z	20408001	20409000	0.0026	0.0028	0.0013
Z	20409001	20410000	0.0041	0.0037	0.0028
Z	20410001	20411000	0.0037	0.0036	0.0017
Z	20411001	20412000	0.0068	0.0064	0.0027
Z	20412001	20413000	0.0042	0.0039	0.0013
Z	20413001	20414000	0.0192	0.0145	0.0171
Z	20414001	20415000	0.0075	0.0042	0.0058
Z	20415001	20416000	0.0159	0.013	0.0124
Z	20416001	20417000	0.0042	0.0037	0.0028
Z	20417001	20418000	0.0082	0.0061	0.0037
Z	20418001	20419000	0.0053	0.0033	0.0036
Z	20419001	20420000	0.0031	0.0042	0.0038
Z	20420001	20421000	0.0064	0.0072	0.0046
Z	20421001	20422000	0.0045	0.004	0.0017
Z	20422001	20423000	0.0016	0.0021	0.0025
Z	20423001	20424000	0.0022	0.003	0.0024
Z	20424001	20425000	0.0086	0.0077	0.0056
Z	20425001	20426000	0.0044	0.0036	0.0013
Z	20426001	20427000	0.0047	0.0047	0.0033
Z	20427001	20428000	0.0034	0.0025	0.0013
Z	20428001	20429000	0.007	0.0076	0.0024
Z	20429001	20430000	0.0031	0.0037	0.0021
Z	20430001	20431000	0.0048	0.0035	0.0033
Z	20431001	20432000	0.0011	0.0012	0.0005
Z	20432001	20433000	0.0033	0.0036	0.0022
Z	20433001	20434000	0.0025	0.0025	0.0024
Z	20434001	20435000	0.0023	0.002	0.0021
Z	20435001	20436000	0.002	0.0017	0.0019
Z	20436001	20437000	0.0035	0.0027	0.0032
Z	20437001	20438000	0.0047	0.0046	0.0012
Z	20438001	20439000	0.0047	0.0046	0.0028
Z	20439001	20440000	0.0035	0.0032	0.002
Z	20440001	20441000	0.0021	0.0017	0.0014
Z	20441001	20442000	0.0048	0.0042	0.0025
Z	20442001	20443000	0.0059	0.0057	0.0045
Z	20443001	20444000	0.0047	0.0045	0.0034
Z	20444001	20445000	0.0022	0.0021	0.0026
Z	20445001	20446000	0.0015	0.0024	0.0019
Z	20446001	20447000	0.0005	0.0009	0.001
Z	20447001	20448000	0.004	0.0039	0.0035
Z	20448001	20449000	0.0031	0.0043	0.003
Z	20449001	20450000	0.0042	0.0048	0.0042
Z	20450001	20451000	0.0015	0.0029	0.0024
Z	20451001	20452000	0.0012	0.0027	0.0016
Z	20452001	20453000	0.0028	0.0051	0.0047
Z	20453001	20454000	0.0006	0.0024	0.002
Z	20454001	20455000	0.002	0.0034	0.0037
Z	20455001	20456000	0.0053	0.0066	0.0068
Z	20456001	20457000	0.0013	0.0013	0.0011
Z	20457001	20458000	0.002	0.002	0.0013
Z	20458001	20459000	0.0061	0.0043	0.0035
Z	20459001	20460000	0.003	0.0022	0.0022
Z	20460001	20461000	0.001	0.0003	0.0009
Z	20461001	20462000	0.0009	0.0007	0.0006
Z	20462001	20463000	0.0047	0.0042	0.0044
Z	20463001	20464000	0.004	0.0034	0.0018
Z	20464001	20465000	0.0062	0.0047	0.0043
Z	20465001	20466000	0.0023	0.0021	0.0015
Z	20466001	20467000	0.006	0.0051	0.002
Z	20467001	20468000	0.002	0.0023	0.0015
Z	20469001	20470000	0.0021	0.0016	0.0011
Z	20470001	20471000	0.0064	0.0069	0.0075
Z	20471001	20472000	0.0078	0.0062	0.0059
Z	20472001	20473000	0.0051	0.0043	0.0031
Z	20473001	20474000	0.004	0.004	0.0028
Z	20474001	20475000	0.0031	0.0031	0.0012
Z	20475001	20476000	0.0026	0.0024	0.0021
Z	20476001	20477000	0.0036	0.0037	0.0017
Z	20477001	20478000	0.0054	0.0062	0.0036
Z	20478001	20479000	0.0048	0.0057	0.0031
Z	20479001	20480000	0.003	0.0038	0.0025
Z	20480001	20481000	0.0017	0.0031	0.0018
Z	20481001	20482000	0.0086	0.0086	0.0042
Z	20482001	20483000	0.0045	0.0044	0.0011
Z	20483001	20484000	0.0032	0.0032	0.0022
Z	20484001	20485000	0.0056	0.0065	0.0066
Z	20485001	20486000	0.0006	0.0012	0.0009
Z	20486001	20487000	0.0035	0.0043	0.0034
Z	20487001	20488000	0.0058	0.0077	0.0043
Z	20488001	20489000	0.0152	0.0175	0.0082
Z	20489001	20490000	0.0059	0.0062	0.0055
Z	20490001	20491000	0.0028	0.0033	0.0029
Z	20491001	20492000	0.0032	0.0031	0.0023
Z	20492001	20493000	0.0013	0.0017	0.0009
Z	20493001	20494000	0.0042	0.0042	0.0032
Z	20494001	20495000	0.0068	0.0078	0.0071
Z	20495001	20496000	0.003	0.0028	0.0013
Z	20496001	20497000	0.0072	0.0064	0.0022
Z	20497001	20498000	0.0072	0.006	0.0022
Z	20498001	20499000	0.0112	0.0091	0.0032
Z	20499001	20500000	0.01	0.0083	0.003
Z	20500001	20501000	0.0043	0.0045	0.0018
Z	20501001	20502000	0.0101	0.0106	0.0097
Z	20503001	20504000	0.0007	0.0007	0.0007
Z	20504001	20505000	0.0032	0.0028	0.0025
Z	20506001	20507000	0.0037	0.0036	0.0019
Z	20507001	20508000	0.004	0.0049	0.0031
Z	20508001	20509000	0.0062	0.0076	0.0047
Z	20509001	20510000	0.005	0.006	0.0027
Z	20510001	20511000	0.0065	0.007	0.0044
Z	20511001	20512000	0.0028	0.0035	0.0023
Z	20512001	20513000	0.0041	0.0038	0.0017
Z	20513001	20514000	0.0061	0.0053	0.0019
Z	20514001	20515000	0.0025	0.0025	0.001
Z	20515001	20516000	0.0045	0.0039	0.0007
Z	20516001	20517000	0.0037	0.0036	0.0013
Z	20517001	20518000	0.0123	0.0126	0.0108
Z	20518001	20519000	0.0013	0.0012	0.0017
Z	20519001	20520000	0.0033	0.0031	0.0006
Z	20520001	20521000	0.0032	0.0033	0.0008
Z	20521001	20522000	0.0087	0.0073	0.0039
Z	20522001	20523000	0.0054	0.0052	0.0009
Z	20523001	20524000	0.0148	0.0119	0.0107
Z	20524001	20525000	0.0045	0.0036	0.0031
Z	20525001	20526000	0.0035	0.0033	0.0035
Z	20526001	20527000	0.0018	0.0018	0.002
Z	20527001	20528000	0.0013	0.0027	0.0016
Z	20528001	20529000	0.004	0.0047	0.0034
Z	20529001	20530000	0.004	0.0053	0.0041
Z	20530001	20531000	0.0029	0.0034	0.003
Z	20531001	20532000	0.0065	0.0084	0.0074
Z	20532001	20533000	0.0036	0.0058	0.0043
Z	20533001	20534000	0.011	0.0109	0.0101
Z	20534001	20535000	0.0046	0.0052	0.0035
Z	20535001	20536000	0.0036	0.0044	0.003
Z	20536001	20537000	0.0055	0.007	0.0043
Z	20537001	20538000	0.0107	0.0109	0.0102
Z	20538001	20539000	0.003	0.0036	0.0028
Z	20539001	20540000	0.0044	0.0049	0.0046
Z	20540001	20541000	0.0012	0.0026	0.0021
Z	20541001	20542000	0.0054	0.0067	0.0039
Z	20542001	20543000	0.0046	0.0053	0.0038
Z	20543001	20544000	0.002	0.0026	0.0017
Z	20544001	20545000	0.002	0.0021	0.0014
Z	20545001	20546000	0.0025	0.0029	0.0023
Z	20546001	20547000	0.0043	0.0049	0.0035
Z	20547001	20548000	0.0047	0.0059	0.0051
Z	20548001	20549000	0.0024	0.0027	0.0016
Z	20549001	20550000	0.0042	0.0049	0.0041
Z	20550001	20551000	0.0045	0.005	0.0048
Z	20551001	20552000	0.0025	0.0028	0.002
Z	20552001	20553000	0.0052	0.005	0.0041
Z	20553001	20554000	0.005	0.0053	0.0042
Z	20554001	20555000	0.0069	0.0071	0.0058
Z	20555001	20556000	0.006	0.0065	0.0047
Z	20556001	20557000	0.009	0.0087	0.0073
Z	20557001	20558000	0.003	0.0049	0.0037
Z	20558001	20559000	0.0075	0.0078	0.0073
Z	20559001	20560000	0.0083	0.0081	0.0072
Z	20560001	20561000	0.0017	0.0025	0.0019
Z	20561001	20562000	0.0051	0.006	0.0048
Z	20562001	20563000	0.0031	0.0033	0.0031
Z	20563001	20564000	0.0043	0.0039	0.0033
Z	20564001	20565000	0.0044	0.0047	0.004
Z	20565001	20566000	0.0053	0.0047	0.0041
Z	20566001	20567000	0.0061	0.0056	0.0045
Z	20567001	20568000	0.0053	0.0056	0.0042
Z	20568001	20569000	0.0063	0.0055	0.0051
Z	20569001	20570000	0.0034	0.0031	0.0022
Z	20570001	20571000	0.0048	0.0052	0.004
Z	20571001	20572000	0.006	0.0031	0.0056
Z	20572001	20573000	0.0097	0.0087	0.0057
Z	20573001	20574000	0.0047	0.0053	0.0032
Z	20574001	20575000	0.015	0.0136	0.0126
Z	20575001	20576000	0.0064	0.0076	0.0053
Z	20576001	20577000	0.0102	0.0108	0.0085
Z	20577001	20578000	0.0022	0.0031	0.0018
Z	20578001	20579000	0.0058	0.0067	0.0067
Z	20579001	20580000	0.0073	0.0083	0.0049
Z	20580001	20581000	0.0086	0.0088	0.0054
Z	20581001	20582000	0.0099	0.0097	0.0078
Z	20582001	20583000	0.0083	0.0076	0.0039
Z	20583001	20584000	0.004	0.0039	0.0036
Z	20584001	20585000	0.0065	0.006	0.0054
Z	20585001	20586000	0.0068	0.0057	0.0063
Z	20586001	20587000	0.006	0.0062	0.0056
Z	20587001	20588000	0.0018	0.0016	0.0014
Z	20588001	20589000	0.0025	0.0024	0.0015
Z	20589001	20590000	0.0035	0.0033	0.0025
Z	20590001	20591000	0.0034	0.0034	0.0028
Z	20591001	20592000	0.003	0.0029	0.0026
Z	20592001	20593000	0.0011	0.0016	0.0012
Z	20593001	20594000	0.0025	0.0026	0.0026
Z	20594001	20595000	0.002	0.0019	0.0019
Z	20595001	20596000	0.0016	0.0014	0.002
Z	20596001	20597000	0.0027	0.0031	0.0027
Z	20597001	20598000	0.0036	0.0034	0.0035
Z	20598001	20599000	0.0018	0.0019	0.0017
Z	20599001	20600000	0.0075	0.0074	0.0069
Z	20600001	20601000	0.0065	0.0065	0.006
Z	20601001	20602000	0.004	0.0043	0.004
Z	20602001	20603000	0.001	0.001	0.001
Z	20603001	20604000	0.003	0.0032	0.003
Z	20604001	20605000	0.0077	0.0091	0.0082
Z	20605001	20606000	0.0063	0.0066	0.0061
Z	20606001	20607000	0.0067	0.0086	0.0083
Z	20607001	20608000	0.0064	0.0054	0.0056
Z	20608001	20609000	0.0047	0.006	0.0054
Z	20609001	20610000	0.0002	0.0008	0.0008
Z	20610001	20611000	0.0022	0.0022	0.0025
Z	20611001	20612000	0.0059	0.0052	0.0051
Z	20612001	20613000	0.0034	0.0043	0.0042
Z	20613001	20614000	0.0031	0.0038	0.0036
Z	20614001	20615000	0.0048	0.0063	0.0056
Z	20615001	20616000	0.0032	0.0045	0.0038
Z	20616001	20617000	0.0018	0.0024	0.002
Z	20617001	20618000	0.0047	0.0047	0.0048
Z	20618001	20619000	0.0076	0.0073	0.0069
Z	20619001	20620000	0.0066	0.0063	0.0054
Z	20620001	20621000	0.007	0.007	0.0067
Z	20621001	20622000	0.0045	0.0052	0.0045
Z	20622001	20623000	0.0058	0.0066	0.0064
Z	20623001	20624000	0.0025	0.0023	0.0027
Z	20624001	20625000	0.0025	0.0026	0.0024
Z	20625001	20626000	0.0028	0.0032	0.0022
Z	20626001	20627000	0.0074	0.0075	0.0066
Z	20627001	20628000	0.003	0.003	0.0032
Z	20628001	20629000	0.0026	0.0041	0.0035
Z	20629001	20630000	0.0026	0.0043	0.0039
Z	20630001	20631000	0.0035	0.0042	0.0042
Z	20631001	20632000	0.0042	0.0046	0.0043
Z	20632001	20633000	0.0051	0.0074	0.007
Z	20633001	20634000	0.0002	0.0002	0.0
Z	20634001	20635000	0.0065	0.0068	0.0063
Z	20635001	20636000	0.0046	0.0044	0.0042
Z	20636001	20637000	0.0048	0.0045	0.0038
Z	20637001	20638000	0.0033	0.0035	0.0019
Z	20638001	20639000	0.0108	0.011	0.001
Z	20639001	20640000	0.0068	0.0066	0.0048
Z	20640001	20641000	0.0063	0.0075	0.0045
Z	20641001	20642000	0.0095	0.0096	0.0065
Z	20642001	20643000	0.0043	0.0041	0.0041
Z	20643001	20644000	0.0079	0.0069	0.0054
Z	20644001	20645000	0.0056	0.0059	0.0039
Z	20645001	20646000	0.003	0.0025	0.0018
Z	20646001	20647000	0.0072	0.0077	0.0054
Z	20647001	20648000	0.0035	0.0036	0.0028
Z	20648001	20649000	0.0036	0.0044	0.0028
Z	20649001	20650000	0.0089	0.0087	0.0081
Z	20650001	20651000	0.009	0.0078	0.0057
Z	20651001	20652000	0.0059	0.0078	0.0057
Z	20652001	20653000	0.0092	0.014	0.0114
Z	20653001	20654000	0.0031	0.005	0.0056
Z	20654001	20655000	0.0095	0.0095	0.0073
Z	20655001	20656000	0.0071	0.0066	0.0051
Z	20656001	20657000	0.0095	0.0079	0.0056
Z	20657001	20658000	0.0059	0.0047	0.0047
Z	20658001	20659000	0.0188	0.0204	0.0126
Z	20659001	20660000	0.0094	0.0099	0.0042
Z	20660001	20661000	0.0039	0.003	0.0025
Z	20661001	20662000	0.0105	0.0111	0.0075
Z	20662001	20663000	0.01	0.0104	0.0031
Z	20663001	20664000	0.0031	0.0031	0.0018
Z	20664001	20665000	0.0048	0.0037	0.005
Z	20665001	20666000	0.0073	0.0062	0.0074
Z	20666001	20667000	0.0073	0.0064	0.0071
Z	20667001	20668000	0.0061	0.0043	0.0068
Z	20668001	20669000	0.0035	0.0026	0.004
Z	20669001	20670000	0.0044	0.0024	0.0039
Z	20670001	20671000	0.011	0.0052	0.0105
Z	20671001	20672000	0.0056	0.0028	0.0052
Z	20672001	20673000	0.0093	0.0074	0.0087
Z	20673001	20674000	0.0044	0.004	0.0021
Z	20674001	20675000	0.0025	0.0023	0.0014
Z	20675001	20676000	0.003	0.0024	0.0031
Z	20676001	20677000	0.0052	0.0025	0.0041
Z	20677001	20678000	0.0044	0.003	0.0047
Z	20678001	20679000	0.007	0.0029	0.0072
Z	20679001	20680000	0.0065	0.0046	0.0046
Z	20680001	20681000	0.0057	0.0041	0.0049
Z	20681001	20682000	0.0051	0.0028	0.0048
Z	20682001	20683000	0.0082	0.0032	0.0075
Z	20683001	20684000	0.0125	0.0099	0.0149
Z	20684001	20685000	0.0045	0.0039	0.0065
Z	20685001	20686000	0.0053	0.0038	0.0061
Z	20686001	20687000	0.0055	0.0034	0.0059
Z	20687001	20688000	0.0031	0.0018	0.0031
Z	20688001	20689000	0.0019	0.0017	0.0016
Z	20689001	20690000	0.0024	0.001	0.0019
Z	20690001	20691000	0.0015	0.0018	0.0021
Z	20691001	20692000	0.0086	0.0042	0.0106
Z	20692001	20693000	0.0065	0.0027	0.0061
Z	20693001	20694000	0.0054	0.0033	0.005
Z	20694001	20695000	0.003	0.0027	0.0043
Z	20695001	20696000	0.0019	0.0015	0.0022
Z	20696001	20697000	0.0013	0.0016	0.001
Z	20697001	20698000	0.0002	0.0006	0.0004
Z	20698001	20699000	0.003	0.003	0.0034
Z	20699001	20700000	0.0015	0.0042	0.0041
Z	20700001	20701000	0.0027	0.005	0.0045
Z	20701001	20702000	0.0089	0.0117	0.0111
Z	20702001	20703000	0.0091	0.0071	0.0084
Z	20703001	20704000	0.003	0.002	0.0027
Z	20704001	20705000	0.0054	0.0044	0.0065
Z	20705001	20706000	0.0039	0.0047	0.0055
Z	20706001	20707000	0.0042	0.0025	0.0034
Z	20707001	20708000	0.0033	0.0032	0.0044
Z	20708001	20709000	0.0055	0.0081	0.006
Z	20709001	20710000	0.0054	0.0077	0.0062
Z	20710001	20711000	0.0062	0.0065	0.0058
Z	20711001	20712000	0.0024	0.0012	0.0023
Z	20712001	20713000	0.0041	0.0019	0.0028
Z	20713001	20714000	0.0029	0.0027	0.0036
Z	20714001	20715000	0.0022	0.0042	0.0023
Z	20715001	20716000	0.0029	0.004	0.002
Z	20716001	20717000	0.0067	0.0068	0.0014
Z	20717001	20718000	0.0011	0.0007	0.0014
Z	20718001	20719000	0.0012	0.0014	0.0007
Z	20719001	20720000	0.0062	0.0039	0.0045
Z	20720001	20721000	0.0051	0.0033	0.0054
Z	20721001	20722000	0.0087	0.0069	0.0063
Z	20722001	20723000	0.004	0.0037	0.0044
Z	20723001	20724000	0.0078	0.0065	0.0086
Z	20724001	20725000	0.0022	0.0017	0.003
Z	20725001	20726000	0.0035	0.0022	0.0031
Z	20726001	20727000	0.002	0.0022	0.0022
Z	20727001	20728000	0.0016	0.0008	0.0018
Z	20728001	20729000	0.0048	0.0045	0.0052
Z	20729001	20730000	0.0061	0.0058	0.0039
Z	20730001	20731000	0.0112	0.0136	0.0101
